subscribers,SUBSCRIPTION_DATE,NB_SUBSCRIPTION,USAGE_DATE,usage_Type,Destination,Amount_DZD,Amount_data_DZD,Volume_Data_KB,Volume_KB_SC_Nbr,Nb_USAGE
8902,2023-01-29,1,2023-01-31,VAS,Others,22.0,0.0,0.0,1.0,1
8903,2023-01-22,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,4.0,4
8903,2023-01-22,1,2023-01-31,DATA,DATA,0.0,0.0,44731260.88,44731260.88,1174
8903,2023-01-22,1,2023-01-31,VOICE,Others,0.0,0.0,0.0,0.0,3
8903,2023-01-22,1,2023-01-31,VOICE,ON-NET,59.88,0.0,0.0,20340.0,281
8903,2023-01-22,1,2023-01-31,SMS,Others,200.0,0.0,0.0,9.0,9
8903,2023-01-22,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
8903,2023-01-22,1,2023-01-31,VOICE,OFF-NET,394.21,0.0,0.0,27210.0,343
8904,2022-11-23,1,2022-11-30,DATA,DATA,0.0,0.0,1754178.15,1754178.15,243
8904,2022-11-23,1,2022-11-30,VOICE,ON-NET,0.0,0.0,0.0,780.0,7
8904,2022-11-23,1,2022-11-30,VOICE,FIX,0.0,0.0,0.0,210.0,2
8904,2022-11-23,1,2022-11-30,VOICE,OFF-NET,0.0,0.0,0.0,2820.0,48
8904,2022-11-23,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,270.0,7
8904,2022-11-23,1,2022-12-31,DATA,DATA,0.0,0.0,989080.66,989080.66,85
8907,2023-01-26,1,2023-01-31,SMS,Others,90.0,0.0,0.0,3.0,3
8907,2023-01-26,1,2023-01-31,DATA,DATA,0.0,0.0,69558633.62,69558633.62,667
8907,2023-01-26,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,1380.0,12
8907,2023-01-26,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,3.0,3
8907,2023-01-26,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,18960.0,93
8907,2023-01-26,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,510.0,1
8907,2023-01-26,1,2023-01-31,VOICE,Others,32.0,0.0,0.0,480.0,2
8907,2023-01-26,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,194.0,194
8908,2023-01-22,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,116.0,116
8908,2023-01-22,1,2023-01-31,DATA,DATA,0.0,0.0,4705101.85,4705101.85,356
8908,2023-01-22,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,57840.0,232
8908,2023-01-22,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,21030.0,117
8908,2023-01-22,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,13.0,13
8909,2023-01-17,1,2023-01-31,VOICE,ON-NET,409.18,0.0,0.0,2460.0,76
8909,2023-01-17,1,2023-01-31,VOICE,OFF-NET,309.38,0.0,0.0,1860.0,48
8909,2023-01-17,1,2023-01-31,DATA,DATA,0.0,0.0,114773.71,114773.71,34
8910,2023-01-15,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,16380.0,244
8910,2023-01-15,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,61260.0,710
8910,2023-01-15,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,9.0,9
8910,2023-01-15,1,2023-01-31,DATA,DATA,0.0,0.0,32748854.67,32748854.67,1170
8910,2023-01-15,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,31.0,31
8913,2022-10-17,1,2022-10-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
8913,2022-10-17,1,2022-10-31,DATA,DATA,0.0,0.0,5248861.05,5248861.05,367
8913,2022-10-17,1,2022-10-31,VOICE,ON-NET,0.0,0.0,0.0,2700.0,28
8913,2022-10-17,1,2022-10-31,SMS,OFF-NET,0.0,0.0,0.0,15.0,15
8913,2022-10-17,1,2022-10-31,VOICE,OFF-NET,0.0,0.0,0.0,3090.0,16
8913,2022-10-17,1,2022-11-30,DATA,DATA,0.0,0.0,3913017.19,3913017.19,350
8913,2022-10-17,1,2022-11-30,VOICE,OFF-NET,0.0,0.0,0.0,5280.0,41
8913,2022-10-17,1,2022-11-30,VOICE,ON-NET,0.0,0.0,0.0,750.0,12
8913,2022-10-17,1,2022-11-30,SMS,OFF-NET,0.0,0.0,0.0,14.0,14
8913,2022-10-17,1,2022-12-31,DATA,DATA,0.0,0.0,11.77,11.77,7
8913,2022-10-17,1,2023-01-31,DATA,DATA,0.0,0.0,5.08,5.08,6
8914,2023-01-17,1,2023-01-31,VOICE,OFF-NET,34.93,0.0,0.0,7140.0,85
8914,2023-01-17,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,8160.0,151
8914,2023-01-17,1,2023-01-31,VOICE,Internationnal,0.0,0.0,0.0,270.0,3
8914,2023-01-17,1,2023-01-31,DATA,DATA,0.0,0.0,0.09,0.09,1
8914,2023-01-17,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,90.0,3
8915,2023-01-08,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,8430.0,69
8915,2023-01-08,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,3.0,3
8915,2023-01-08,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,6270.0,53
8915,2023-01-08,1,2023-01-31,DATA,DATA,0.0,0.0,23644378.24,23644378.24,548
8916,2023-01-23,1,2023-01-31,DATA,DATA,0.0,0.0,16924275.78,16924275.78,948
8916,2023-01-23,1,2023-01-31,VOICE,ON-NET,64.87,0.0,0.0,36480.0,148
8916,2023-01-23,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,1050.0,8
8916,2023-01-23,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,2.0,2
8917,2022-11-29,1,2022-11-30,DATA,DATA,0.0,0.0,271002.88,271002.88,356
8917,2022-11-29,1,2022-11-30,Transfert credit,Transfert credit,20.0,0.0,0.0,2.0,2
8917,2022-11-29,1,2022-11-30,VOICE,ON-NET,29.94,0.0,0.0,1410.0,11
8917,2022-11-29,1,2022-11-30,VOICE,OFF-NET,29.94,0.0,0.0,4470.0,56
8917,2022-11-29,1,2022-12-31,VOICE,OFF-NET,74.85,0.0,0.0,3630.0,57
8917,2022-11-29,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,780.0,13
8917,2022-11-29,1,2022-12-31,DATA,DATA,0.0,0.0,459916.07,459916.07,355
8917,2022-11-29,1,2023-01-31,DATA,DATA,0.0,0.0,2057.71,2057.71,26
8917,2022-11-29,1,2023-01-31,VOICE,ON-NET,853.29,0.0,0.0,5130.0,44
8917,2022-11-29,1,2023-01-31,Transfert credit,Transfert credit,10.0,0.0,0.0,1.0,1
8917,2022-11-29,1,2023-01-31,VOICE,OFF-NET,873.25,0.0,0.0,5250.0,55
8918,2023-01-25,1,2023-01-31,VOICE,Internationnal,0.0,0.0,0.0,30.0,1
8918,2023-01-25,1,2023-01-31,SMS,ON-NET,9.98,0.0,0.0,7.0,7
8918,2023-01-25,1,2023-01-31,VOICE,ON-NET,99.8,0.0,0.0,35760.0,235
8918,2023-01-25,1,2023-01-31,DATA,DATA,0.0,0.0,16923147.47,16923147.47,370
8918,2023-01-25,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,30.0,1
8918,2023-01-25,1,2023-01-31,VOICE,OFF-NET,94.81,0.0,0.0,24870.0,203
8918,2023-01-25,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,8.0,8
8919,2022-12-30,1,2022-12-31,VAS,Others,44.0,0.0,0.0,2.0,2
8919,2022-12-30,1,2022-12-31,VOICE,OFF-NET,14.97,0.0,0.0,270.0,6
8919,2022-12-30,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,240.0,5
8919,2022-12-30,1,2023-01-31,VOICE,ON-NET,134.73,0.0,0.0,900.0,17
8919,2022-12-30,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
8919,2022-12-30,1,2023-01-31,VOICE,OFF-NET,19.96,0.0,0.0,180.0,3
8919,2022-12-30,1,2023-01-31,VAS,Others,66.0,0.0,0.0,3.0,3
8920,2023-01-24,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,11250.0,102
8920,2023-01-24,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,2.0,2
8920,2023-01-24,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,62490.0,329
8920,2023-01-24,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,4.0,4
8920,2023-01-24,1,2023-01-31,DATA,DATA,0.0,0.0,34316644.78,34316644.78,1400
8923,2022-09-07,1,2022-09-30,VOICE,OFF-NET,49.9,0.0,0.0,720.0,9
8923,2022-09-07,1,2022-09-30,VOICE,ON-NET,14.97,0.0,0.0,270.0,7
8923,2022-09-07,1,2022-09-30,DATA,DATA,0.0,0.0,517192.2,517192.2,64
8923,2022-09-07,1,2022-10-31,VOICE,ON-NET,14.97,0.0,0.0,90.0,1
8923,2022-09-07,1,2022-10-31,VOICE,OFF-NET,184.63,0.0,0.0,1110.0,12
8923,2022-09-07,1,2022-10-31,SMS,Internationnal,14.0,0.0,0.0,1.0,1
8923,2022-09-07,1,2022-11-30,SMS,ON-NET,0.0,0.0,0.0,1.0,1
8924,2022-12-23,1,2022-12-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
8924,2022-12-23,1,2022-12-31,DATA,DATA,0.0,0.0,4864808.51,4864808.51,382
8924,2022-12-23,1,2022-12-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
8924,2022-12-23,1,2022-12-31,SMS,Others,150.0,0.0,0.0,70.0,70
8924,2022-12-23,1,2022-12-31,VOICE,OFF-NET,4.99,0.0,0.0,4740.0,64
8924,2022-12-23,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,3660.0,30
8924,2022-12-23,1,2023-01-31,VOICE,OFF-NET,59.88,0.0,0.0,10290.0,104
8924,2022-12-23,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,35640.0,198
8924,2022-12-23,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,60.0,2
8924,2022-12-23,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
8924,2022-12-23,1,2023-01-31,SMS,Internationnal,0.0,0.0,0.0,3.0,3
8924,2022-12-23,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,2.0,2
8924,2022-12-23,1,2023-01-31,DATA,DATA,0.0,0.0,21445243.81,21445243.81,1208
8924,2022-12-23,1,2023-01-31,SMS,Others,390.0,0.0,0.0,4.0,4
8925,2022-12-05,1,2022-12-31,VOICE,FIX,0.0,0.0,0.0,60.0,2
8925,2022-12-05,1,2022-12-31,SMS,ON-NET,0.0,0.0,0.0,16.0,16
8925,2022-12-05,1,2022-12-31,SMS,Others,30.0,0.0,0.0,3.0,3
8925,2022-12-05,1,2022-12-31,VOICE,Internationnal,0.0,0.0,0.0,300.0,2
8925,2022-12-05,1,2022-12-31,SMS,OFF-NET,0.0,0.0,0.0,7.0,7
8925,2022-12-05,1,2022-12-31,VAS,Others,60.0,0.0,0.0,2.0,2
8925,2022-12-05,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,13380.0,83
8925,2022-12-05,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,27990.0,96
8925,2022-12-05,1,2022-12-31,DATA,DATA,0.0,0.0,48680142.59,48680142.59,695
8925,2022-12-05,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,4320.0,16
8925,2022-12-05,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,13.0,13
8925,2022-12-05,1,2023-01-31,DATA,DATA,0.0,0.0,198883.1,198883.1,60
8925,2022-12-05,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,960.0,13
8926,2023-01-13,1,2023-01-31,DATA,DATA,0.0,0.0,25432169.9,25432169.9,842
8926,2023-01-13,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,12360.0,122
8926,2023-01-13,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,210.0,3
8926,2023-01-13,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,9.0,9
8926,2023-01-13,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,16050.0,145
8928,2023-01-13,1,2023-01-31,VOICE,OFF-NET,9.98,0.0,0.0,5850.0,30
8928,2023-01-13,1,2023-01-31,VOICE,ON-NET,19.96,0.0,0.0,28590.0,153
8928,2023-01-13,1,2023-01-31,DATA,DATA,0.0,0.0,24926663.61,24926663.61,286
8930,2023-01-13,1,2023-01-31,DATA,DATA,0.0,0.0,562665.65,562665.65,288
8930,2023-01-13,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,780.0,6
8930,2023-01-13,1,2023-01-31,VOICE,OFF-NET,3.99,0.0,0.0,12480.0,69
8930,2023-01-13,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
8933,2022-12-09,1,2022-12-31,DATA,DATA,0.0,0.0,54973905.05,54973905.05,1374
8933,2022-12-09,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,2400.0,12
8933,2022-12-09,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,21510.0,326
8933,2022-12-09,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,240.0,3
8933,2022-12-09,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,4800.0,93
8933,2022-12-09,1,2023-01-31,DATA,DATA,0.0,0.0,0.0,0.0,43
8934,2022-08-14,1,2022-08-31,VOICE,OFF-NET,0.0,0.0,0.0,7620.0,101
8934,2022-08-14,1,2022-08-31,SMS,ON-NET,0.0,0.0,0.0,72.0,72
8934,2022-08-14,1,2022-08-31,VOICE,ON-NET,0.0,0.0,0.0,29550.0,69
8934,2022-08-14,1,2022-08-31,SMS,OFF-NET,0.0,0.0,0.0,6.0,6
8934,2022-08-14,1,2022-08-31,DATA,DATA,0.0,0.0,7688652.48,7688652.48,592
8934,2022-08-14,1,2022-09-30,VOICE,OFF-NET,0.0,0.0,0.0,10500.0,67
8934,2022-08-14,1,2022-09-30,SMS,OFF-NET,0.0,0.0,0.0,29.0,29
8934,2022-08-14,1,2022-09-30,VOICE,ON-NET,0.0,0.0,0.0,18180.0,99
8934,2022-08-14,1,2022-09-30,SMS,ON-NET,0.0,0.0,0.0,101.0,101
8934,2022-08-14,1,2022-09-30,DATA,DATA,0.0,0.0,12884910.03,12884910.03,529
8934,2022-08-14,1,2022-10-31,VOICE,OFF-NET,0.0,0.0,0.0,15120.0,103
8934,2022-08-14,1,2022-10-31,SMS,OFF-NET,0.0,0.0,0.0,28.0,28
8934,2022-08-14,1,2022-10-31,SMS,ON-NET,0.0,0.0,0.0,387.0,387
8934,2022-08-14,1,2022-10-31,VOICE,ON-NET,0.0,0.0,0.0,41520.0,140
8934,2022-08-14,1,2022-10-31,DATA,DATA,0.0,0.0,6663618.61,6663618.61,498
8934,2022-08-14,1,2022-11-30,VOICE,OFF-NET,0.0,0.0,0.0,4560.0,56
8934,2022-08-14,1,2022-11-30,VOICE,ON-NET,0.0,0.0,0.0,10740.0,101
8934,2022-08-14,1,2022-11-30,SMS,ON-NET,0.0,0.0,0.0,22.0,22
8934,2022-08-14,1,2022-11-30,DATA,DATA,0.0,0.0,5342138.62,5342138.62,387
8934,2022-08-14,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,31230.0,117
8934,2022-08-14,1,2022-12-31,SMS,ON-NET,0.0,0.0,0.0,77.0,77
8934,2022-08-14,1,2022-12-31,DATA,DATA,0.0,0.0,6581255.71,6581255.71,409
8934,2022-08-14,1,2022-12-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
8934,2022-08-14,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,7350.0,94
8934,2022-08-14,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,3780.0,37
8934,2022-08-14,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,30090.0,91
8934,2022-08-14,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,86.0,86
8934,2022-08-14,1,2023-01-31,DATA,DATA,0.0,0.0,2506743.02,2506743.02,216
8935,2023-01-03,1,2023-01-31,VOICE,Internationnal,0.0,0.0,0.0,30.0,1
8935,2023-01-03,1,2023-01-31,SMS,Others,0.0,0.0,0.0,279.0,279
8935,2023-01-03,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,14970.0,106
8935,2023-01-03,1,2023-01-31,DATA,DATA,0.0,0.0,1514196.04,1514196.04,215
8935,2023-01-03,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,2550.0,23
8935,2023-01-03,1,2023-01-31,VOICE,Internationnal,0.0,0.0,0.0,30.0,1
8935,2023-01-03,1,2023-01-31,SMS,Others,0.0,0.0,0.0,279.0,279
8935,2023-01-03,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,14970.0,106
8935,2023-01-03,1,2023-01-31,DATA,DATA,0.0,0.0,1514196.04,1514196.04,215
8935,2023-01-03,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,2550.0,23
8936,2023-01-22,1,2023-01-31,VOICE,OFF-NET,9.98,0.0,0.0,6960.0,30
8936,2023-01-22,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,3.0,3
8936,2023-01-22,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,55.0,55
8936,2023-01-22,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,87510.0,215
8936,2023-01-22,1,2023-01-31,DATA,DATA,0.0,0.0,7216046.46,7216046.46,1554
8936,2023-01-22,1,2023-01-31,Transfert credit,Transfert credit,10.0,0.0,0.0,1.0,1
8937,2022-09-30,1,2022-10-31,VAS,Others,22.0,0.0,0.0,1.0,1
8937,2022-09-30,1,2022-10-31,VOICE,ON-NET,19.96,0.0,0.0,210.0,4
8937,2022-09-30,1,2022-10-31,DATA,DATA,0.0,0.0,58.94,58.94,32
8937,2022-09-30,1,2022-10-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
8937,2022-09-30,1,2022-11-30,VOICE,OFF-NET,14.97,0.0,0.0,90.0,1
8937,2022-09-30,1,2022-11-30,VOICE,ON-NET,59.88,0.0,0.0,360.0,1
8937,2022-09-30,1,2022-11-30,DATA,DATA,0.0,0.0,20.03,20.03,10
8938,2023-01-06,1,2023-01-31,DATA,DATA,0.0,0.0,14980546.54,14980546.54,336
8938,2023-01-06,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,41340.0,171
8938,2023-01-06,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,17760.0,110
8939,2023-01-15,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,2.0,2
8939,2023-01-15,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,9780.0,86
8939,2023-01-15,1,2023-01-31,DATA,DATA,0.0,0.0,5677371.92,5677371.92,106
8939,2023-01-15,1,2023-01-31,SMS,Others,0.0,0.0,0.0,60.0,60
8939,2023-01-15,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,15120.0,71
8940,2023-01-17,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,24630.0,573
8940,2023-01-17,1,2023-01-31,DATA,DATA,0.0,0.0,1584577.92,1584577.92,91
8940,2023-01-17,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,4290.0,84
8942,2022-12-07,1,2022-12-31,VOICE,ON-NET,9.98,0.0,0.0,150.0,8
8942,2022-12-07,1,2022-12-31,DATA,DATA,0.0,0.0,3364906.74,3364906.74,352
8942,2022-12-07,1,2022-12-31,VOICE,OFF-NET,14.97,0.0,0.0,690.0,7
8942,2022-12-07,1,2023-01-31,VOICE,OFF-NET,44.91,0.0,0.0,270.0,3
8942,2022-12-07,1,2023-01-31,VOICE,ON-NET,4.99,0.0,0.0,30.0,15
8942,2022-12-07,1,2023-01-31,DATA,DATA,0.0,0.0,0.35,0.35,3
8946,2022-10-31,1,2022-11-30,DATA,DATA,0.0,0.0,10648913.45,10648913.45,967
8946,2022-10-31,1,2022-11-30,VOICE,OFF-NET,0.0,0.0,0.0,9000.0,14
8946,2022-10-31,1,2022-11-30,VOICE,ON-NET,0.0,0.0,0.0,69600.0,134
8946,2022-10-31,1,2022-12-31,DATA,DATA,0.0,0.0,208520.26,208520.26,459
8946,2022-10-31,1,2023-01-31,DATA,DATA,0.0,0.0,204660.25,204660.25,680
8948,2023-01-16,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,245.0,245
8948,2023-01-16,1,2023-01-31,DATA,DATA,0.0,0.0,7058054.35,7058054.35,267
8948,2023-01-16,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,82710.0,166
8948,2023-01-16,1,2023-01-31,VAS,Others,22.0,0.0,0.0,1.0,1
8948,2023-01-16,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,510.0,9
8951,2023-01-20,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,15090.0,238
8951,2023-01-20,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,230.0,230
8951,2023-01-20,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,510.0,12
8951,2023-01-20,1,2023-01-31,DATA,DATA,0.0,0.0,20848082.45,20848082.45,944
8952,2022-09-10,1,2022-09-30,DATA,DATA,0.0,0.0,30351713.45,30351713.45,1239
8952,2022-09-10,1,2022-09-30,VOICE,OFF-NET,4.99,0.0,0.0,12660.0,84
8952,2022-09-10,1,2022-09-30,SMS,ON-NET,0.0,0.0,0.0,56.0,56
8952,2022-09-10,1,2022-09-30,SMS,OFF-NET,0.0,0.0,0.0,28.0,28
8952,2022-09-10,1,2022-09-30,VOICE,ON-NET,0.0,0.0,0.0,125730.0,284
8952,2022-09-10,1,2022-09-30,VOICE,FIX,0.0,0.0,0.0,60.0,1
8952,2022-09-10,1,2022-10-31,VOICE,ON-NET,0.0,0.0,0.0,29160.0,63
8952,2022-09-10,1,2022-10-31,VOICE,OFF-NET,0.0,0.0,0.0,2010.0,16
8952,2022-09-10,1,2022-10-31,VOICE,FIX,0.0,0.0,0.0,60.0,1
8952,2022-09-10,1,2022-10-31,DATA,DATA,0.0,0.0,9394201.29,9394201.29,436
8952,2022-09-10,1,2022-10-31,SMS,ON-NET,0.0,0.0,0.0,3.0,3
8952,2022-09-10,1,2022-10-31,SMS,OFF-NET,0.0,0.0,0.0,48.0,48
8952,2022-09-10,1,2022-11-30,DATA,DATA,0.0,0.0,2428.16,2428.16,21
8952,2022-09-10,1,2022-12-31,DATA,DATA,0.0,0.0,1675.96,1675.96,17
8952,2022-09-10,1,2023-01-31,DATA,DATA,0.0,0.0,10311.1,10311.1,35
8954,2022-11-02,1,2022-11-30,VOICE,ON-NET,4.99,0.0,0.0,30.0,1
8954,2022-11-02,1,2022-11-30,DATA,DATA,0.0,0.0,5918234.39,5918234.39,425
8954,2022-11-02,1,2022-12-31,DATA,DATA,0.0,0.0,25786760.38,25786760.38,762
8954,2022-11-02,1,2022-12-31,SMS,Others,0.0,0.0,0.0,75.0,75
8954,2022-11-02,1,2022-12-31,VOICE,ON-NET,4.99,0.0,0.0,30.0,1
8954,2022-11-02,1,2023-01-31,DATA,DATA,0.0,0.0,13882631.69,13882631.69,491
8954,2022-11-02,1,2023-01-31,SMS,Others,0.0,0.0,0.0,87.0,87
8954,2022-11-02,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,30.0,1
8954,2022-11-02,1,2022-11-30,VOICE,ON-NET,4.99,0.0,0.0,30.0,1
8954,2022-11-02,1,2022-11-30,DATA,DATA,0.0,0.0,5918234.39,5918234.39,425
8954,2022-11-02,1,2022-12-31,DATA,DATA,0.0,0.0,25786760.38,25786760.38,762
8954,2022-11-02,1,2022-12-31,SMS,Others,0.0,0.0,0.0,75.0,75
8954,2022-11-02,1,2022-12-31,VOICE,ON-NET,4.99,0.0,0.0,30.0,1
8954,2022-11-02,1,2023-01-31,DATA,DATA,0.0,0.0,13882631.69,13882631.69,491
8954,2022-11-02,1,2023-01-31,SMS,Others,0.0,0.0,0.0,87.0,87
8954,2022-11-02,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,30.0,1
8955,2023-01-28,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,1710.0,16
8955,2023-01-28,1,2023-01-31,VOICE,Internationnal,0.0,0.0,0.0,30.0,1
8955,2023-01-28,1,2023-01-31,DATA,DATA,0.0,0.0,22331773.73,22331773.73,677
8955,2023-01-28,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,5.0,5
8955,2023-01-28,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,8250.0,133
8956,2023-01-25,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,480.0,12
8956,2023-01-25,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,2910.0,40
8956,2023-01-25,1,2023-01-31,DATA,DATA,0.0,0.0,43731761.57,43731761.57,4856
8957,2023-01-22,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,14550.0,94
8957,2023-01-22,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,1650.0,15
8957,2023-01-22,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
8957,2023-01-22,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,3.0,3
8957,2023-01-22,1,2023-01-31,DATA,DATA,0.0,0.0,33689141.75,33689141.75,528
8959,2022-11-28,1,2022-11-30,VOICE,OFF-NET,0.0,0.0,0.0,7710.0,40
8959,2022-11-28,1,2022-11-30,VOICE,ON-NET,0.0,0.0,0.0,10500.0,34
8959,2022-11-28,1,2022-11-30,SMS,ON-NET,0.0,0.0,0.0,1.0,1
8959,2022-11-28,1,2022-11-30,DATA,DATA,0.0,0.0,25981490.01,25981490.01,1077
8959,2022-11-28,1,2022-11-30,SMS,Others,240.0,0.0,0.0,12.0,12
8959,2022-11-28,1,2022-12-31,VOICE,ON-NET,14.97,0.0,0.0,30360.0,107
8959,2022-11-28,1,2022-12-31,DATA,DATA,0.0,0.0,47573989.07,47573989.07,1309
8959,2022-11-28,1,2022-12-31,SMS,Others,20.0,0.0,0.0,1.0,1
8959,2022-11-28,1,2022-12-31,VOICE,OFF-NET,34.93,0.0,0.0,14940.0,99
8959,2022-11-28,1,2023-01-31,VOICE,OFF-NET,19.96,0.0,0.0,120.0,3
8959,2022-11-28,1,2023-01-31,VOICE,ON-NET,14.97,0.0,0.0,90.0,3
8959,2022-11-28,1,2023-01-31,DATA,DATA,0.0,0.0,35668063.49,35668063.49,1233
8959,2022-11-28,1,2023-01-31,SMS,Others,260.0,0.0,0.0,13.0,13
8960,2022-12-28,1,2022-12-31,DATA,DATA,0.0,0.0,4021858.25,4021858.25,1135
8960,2022-12-28,1,2022-12-31,SMS,Others,80.0,0.0,0.0,4.0,4
8960,2022-12-28,1,2022-12-31,VOICE,ON-NET,49.9,0.0,0.0,1380.0,10
8960,2022-12-28,1,2022-12-31,VAS,Others,66.0,0.0,0.0,3.0,3
8960,2022-12-28,1,2022-12-31,VOICE,OFF-NET,99.8,0.0,0.0,2070.0,12
8960,2022-12-28,1,2023-01-31,VAS,Others,22.0,0.0,0.0,1.0,1
8960,2022-12-28,1,2023-01-31,VOICE,OFF-NET,89.82,0.0,0.0,540.0,11
8960,2022-12-28,1,2023-01-31,VOICE,ON-NET,54.89,0.0,0.0,450.0,10
